from	to	dataset	n	dpt	mlt
BR	AR	locrisk260.1	1	TempEst	FastTree
BR	AR	locrisk260.2	1	TempEst	FastTree
BR	AR	locrisk260.3	1	TempEst	FastTree
BR	AR	locrisk378.1	1	TempEst	FastTree
BR	AR	locrisk378.2	1	TempEst	FastTree
BR	AR	locrisk378.3	1	TempEst	FastTree
BR	AR	locrisk468.1	1	TempEst	FastTree
BR	AR	locrisk468.2	1	TempEst	FastTree
BR	AR	locrisk468.3	1	TempEst	FastTree
BR	AR	locrisk527.1	1	TempEst	FastTree
BR	AR	locrisk527.2	1	TempEst	FastTree
BR	AR	locrisk527.3	1	TempEst	FastTree
BR	AR	locrisk574.1	1	TempEst	FastTree
BR	AR	locrisk574.2	1	TempEst	FastTree
BR	AR	locrisk574.3	1	TempEst	FastTree
BR	ES	locrisk260.1	1	TempEst	FastTree
BR	ES	locrisk260.2	1	TempEst	FastTree
BR	ES	locrisk260.3	1	TempEst	FastTree
BR	ES	locrisk378.1	1	TempEst	FastTree
BR	ES	locrisk378.2	1	TempEst	FastTree
BR	ES	locrisk378.3	1	TempEst	FastTree
BR	ES	locrisk468.1	1	TempEst	FastTree
BR	ES	locrisk468.2	1	TempEst	FastTree
BR	ES	locrisk468.3	1	TempEst	FastTree
BR	ES	locrisk527.1	1	TempEst	FastTree
BR	ES	locrisk527.2	1	TempEst	FastTree
BR	ES	locrisk527.3	1	TempEst	FastTree
BR	ES	locrisk574.1	1	TempEst	FastTree
BR	ES	locrisk574.2	1	TempEst	FastTree
BR	ES	locrisk574.3	1	TempEst	FastTree
BR	UY	locrisk260.1	1	TempEst	FastTree
BR	UY	locrisk260.2	1	TempEst	FastTree
BR	UY	locrisk260.3	1	TempEst	FastTree
BR	UY	locrisk378.1	1	TempEst	FastTree
BR	UY	locrisk378.2	1	TempEst	FastTree
BR	UY	locrisk378.3	1	TempEst	FastTree
BR	UY	locrisk468.1	1	TempEst	FastTree
BR	UY	locrisk468.2	1	TempEst	FastTree
BR	UY	locrisk468.3	1	TempEst	FastTree
BR	UY	locrisk527.1	1	TempEst	FastTree
BR	UY	locrisk527.2	1	TempEst	FastTree
BR	UY	locrisk527.3	1	TempEst	FastTree
BR	UY	locrisk574.1	1	TempEst	FastTree
BR	UY	locrisk574.2	1	TempEst	FastTree
BR	UY	locrisk574.3	1	TempEst	FastTree
BR	ZA	locrisk260.1	1	TempEst	FastTree
BR	ZA	locrisk378.1	1	TempEst	FastTree
BR	ZA	locrisk527.1	1	TempEst	FastTree
BW	BG	locrisk574.3	1	TempEst	FastTree
BW	DK	locrisk378.1	1	TempEst	FastTree
BW	DK	locrisk527.1	1	TempEst	FastTree
BW	DK	locrisk527.3	1	TempEst	FastTree
BW	DK	locrisk574.1	1	TempEst	FastTree
BW	DK	locrisk574.2	1	TempEst	FastTree
BW	DK	locrisk574.3	1	TempEst	FastTree
BW	ES	locrisk527.1	1	TempEst	FastTree
BW	ES	locrisk527.3	2	TempEst	FastTree
BW	ES	locrisk574.3	4	TempEst	FastTree
BW	GE	locrisk527.2	1	TempEst	FastTree
BW	GE	locrisk527.3	1	TempEst	FastTree
BW	GE	locrisk574.3	1	TempEst	FastTree
BW	IN	locrisk574.2	1	TempEst	FastTree
BW	KE	locrisk378.1	1	TempEst	FastTree
BW	KE	locrisk378.3	1	TempEst	FastTree
BW	KE	locrisk468.1	1	TempEst	FastTree
BW	KE	locrisk468.3	1	TempEst	FastTree
BW	KE	locrisk527.1	1	TempEst	FastTree
BW	KE	locrisk527.2	1	TempEst	FastTree
BW	KE	locrisk527.3	1	TempEst	FastTree
BW	KE	locrisk574.1	1	TempEst	FastTree
BW	KE	locrisk574.3	1	TempEst	FastTree
BW	MW	locrisk378.1	2	TempEst	FastTree
BW	MW	locrisk378.2	1	TempEst	FastTree
BW	MW	locrisk468.2	1	TempEst	FastTree
BW	MW	locrisk527.1	2	TempEst	FastTree
BW	MW	locrisk527.2	2	TempEst	FastTree
BW	MW	locrisk527.3	2	TempEst	FastTree
BW	MW	locrisk574.1	4	TempEst	FastTree
BW	MW	locrisk574.2	2	TempEst	FastTree
BW	MW	locrisk574.3	13	TempEst	FastTree
BW	SE	locrisk378.1	1	TempEst	FastTree
BW	SE	locrisk527.3	1	TempEst	FastTree
BW	SE	locrisk574.1	1	TempEst	FastTree
BW	SE	locrisk574.2	2	TempEst	FastTree
BW	SE	locrisk574.3	4	TempEst	FastTree
BW	SO	locrisk378.1	1	TempEst	FastTree
BW	SO	locrisk527.3	1	TempEst	FastTree
BW	SO	locrisk574.1	1	TempEst	FastTree
BW	SO	locrisk574.3	1	TempEst	FastTree
BW	TH	locrisk574.3	1	TempEst	FastTree
BW	TZ	locrisk378.1	4	TempEst	FastTree
BW	TZ	locrisk527.1	1	TempEst	FastTree
BW	TZ	locrisk527.3	6	TempEst	FastTree
BW	TZ	locrisk574.1	5	TempEst	FastTree
BW	TZ	locrisk574.2	3	TempEst	FastTree
BW	TZ	locrisk574.3	15	TempEst	FastTree
BW	US	locrisk574.1	1	TempEst	FastTree
BW	US	locrisk574.3	1	TempEst	FastTree
BW	ZA	locrisk378.1	8	TempEst	FastTree
BW	ZA	locrisk378.2	2	TempEst	FastTree
BW	ZA	locrisk468.1	2	TempEst	FastTree
BW	ZA	locrisk468.2	5	TempEst	FastTree
BW	ZA	locrisk468.3	3	TempEst	FastTree
BW	ZA	locrisk527.1	4	TempEst	FastTree
BW	ZA	locrisk527.2	4	TempEst	FastTree
BW	ZA	locrisk527.3	8	TempEst	FastTree
BW	ZA	locrisk574.1	12	TempEst	FastTree
BW	ZA	locrisk574.2	16	TempEst	FastTree
BW	ZA	locrisk574.3	26	TempEst	FastTree
BW	ZM	locrisk378.1	4	TempEst	FastTree
BW	ZM	locrisk468.1	1	TempEst	FastTree
BW	ZM	locrisk468.2	1	TempEst	FastTree
BW	ZM	locrisk468.3	1	TempEst	FastTree
BW	ZM	locrisk527.1	3	TempEst	FastTree
BW	ZM	locrisk527.2	2	TempEst	FastTree
BW	ZM	locrisk527.3	5	TempEst	FastTree
BW	ZM	locrisk574.1	7	TempEst	FastTree
BW	ZM	locrisk574.2	7	TempEst	FastTree
BW	ZM	locrisk574.3	20	TempEst	FastTree
CN	MM	locrisk260.3	1	TempEst	FastTree
CN	MM	locrisk378.3	1	TempEst	FastTree
CN	MM	locrisk527.2	1	TempEst	FastTree
CN	MM	locrisk574.1	1	TempEst	FastTree
CN	SE	locrisk378.3	1	TempEst	FastTree
CN	SE	locrisk527.1	1	TempEst	FastTree
CN	SE	locrisk527.2	1	TempEst	FastTree
CN	SE	locrisk574.1	1	TempEst	FastTree
CY	BW	locrisk574.1	4	TempEst	FastTree
CY	ES	locrisk574.1	2	TempEst	FastTree
CY	ET	locrisk574.1	1	TempEst	FastTree
CY	MW	locrisk574.1	4	TempEst	FastTree
CY	SE	locrisk574.1	4	TempEst	FastTree
CY	SN	locrisk574.1	1	TempEst	FastTree
CY	TZ	locrisk574.1	5	TempEst	FastTree
CY	ZA	locrisk574.1	3	TempEst	FastTree
CY	ZM	locrisk574.1	5	TempEst	FastTree
ES	NG	locrisk260.1	1	TempEst	FastTree
ES	NG	locrisk260.2	1	TempEst	FastTree
ES	NG	locrisk260.3	1	TempEst	FastTree
ES	NG	locrisk378.1	1	TempEst	FastTree
ES	NG	locrisk378.2	1	TempEst	FastTree
ES	NG	locrisk378.3	1	TempEst	FastTree
ES	NG	locrisk468.1	1	TempEst	FastTree
ES	NG	locrisk468.2	1	TempEst	FastTree
ES	NG	locrisk468.3	1	TempEst	FastTree
ES	NG	locrisk527.1	1	TempEst	FastTree
ES	NG	locrisk527.2	1	TempEst	FastTree
ES	NG	locrisk527.3	1	TempEst	FastTree
ES	NG	locrisk574.1	1	TempEst	FastTree
ES	NG	locrisk574.2	1	TempEst	FastTree
ES	NG	locrisk574.3	1	TempEst	FastTree
ES	ZA	locrisk574.1	1	TempEst	FastTree
ES	ZM	locrisk574.1	1	TempEst	FastTree
ES	ZM	locrisk574.2	1	TempEst	FastTree
ET	IL	locrisk574.1	1	TempEst	FastTree
ET	SE	locrisk574.1	3	TempEst	FastTree
ET	US	locrisk260.1	1	TempEst	FastTree
ET	US	locrisk260.2	1	TempEst	FastTree
ET	US	locrisk260.3	1	TempEst	FastTree
ET	US	locrisk378.1	1	TempEst	FastTree
ET	US	locrisk378.2	1	TempEst	FastTree
ET	US	locrisk378.3	1	TempEst	FastTree
ET	US	locrisk468.1	1	TempEst	FastTree
ET	US	locrisk468.2	1	TempEst	FastTree
ET	US	locrisk468.3	1	TempEst	FastTree
ET	US	locrisk527.1	1	TempEst	FastTree
ET	US	locrisk527.2	1	TempEst	FastTree
ET	US	locrisk527.3	1	TempEst	FastTree
ET	US	locrisk574.1	1	TempEst	FastTree
ET	US	locrisk574.2	1	TempEst	FastTree
ET	US	locrisk574.3	1	TempEst	FastTree
ET	YE	locrisk574.1	1	TempEst	FastTree
GB	BW	locrisk574.2	1	TempEst	FastTree
GB	ES	locrisk574.2	1	TempEst	FastTree
GB	MW	locrisk574.2	1	TempEst	FastTree
GB	TZ	locrisk574.2	1	TempEst	FastTree
IL	ET	locrisk574.3	1	TempEst	FastTree
IN	BE	locrisk260.1	1	TempEst	FastTree
IN	BE	locrisk260.2	1	TempEst	FastTree
IN	BE	locrisk260.3	1	TempEst	FastTree
IN	BE	locrisk378.1	1	TempEst	FastTree
IN	BE	locrisk378.2	1	TempEst	FastTree
IN	BE	locrisk378.3	1	TempEst	FastTree
IN	BE	locrisk468.1	1	TempEst	FastTree
IN	BE	locrisk468.2	1	TempEst	FastTree
IN	BE	locrisk468.3	1	TempEst	FastTree
IN	BE	locrisk527.1	1	TempEst	FastTree
IN	BE	locrisk527.2	1	TempEst	FastTree
IN	BE	locrisk527.3	1	TempEst	FastTree
IN	BE	locrisk574.1	1	TempEst	FastTree
IN	BE	locrisk574.2	1	TempEst	FastTree
IN	BE	locrisk574.3	1	TempEst	FastTree
IN	CN	locrisk260.1	2	TempEst	FastTree
IN	CN	locrisk260.2	2	TempEst	FastTree
IN	CN	locrisk260.3	2	TempEst	FastTree
IN	CN	locrisk378.1	2	TempEst	FastTree
IN	CN	locrisk378.2	2	TempEst	FastTree
IN	CN	locrisk378.3	1	TempEst	FastTree
IN	CN	locrisk468.1	2	TempEst	FastTree
IN	CN	locrisk468.2	2	TempEst	FastTree
IN	CN	locrisk468.3	2	TempEst	FastTree
IN	CN	locrisk527.1	2	TempEst	FastTree
IN	CN	locrisk527.2	1	TempEst	FastTree
IN	CN	locrisk527.3	2	TempEst	FastTree
IN	CN	locrisk574.1	1	TempEst	FastTree
IN	CN	locrisk574.2	2	TempEst	FastTree
IN	CN	locrisk574.3	2	TempEst	FastTree
IN	MM	locrisk260.1	1	TempEst	FastTree
IN	MM	locrisk260.2	1	TempEst	FastTree
IN	MM	locrisk378.1	1	TempEst	FastTree
IN	MM	locrisk378.2	1	TempEst	FastTree
IN	MM	locrisk468.1	1	TempEst	FastTree
IN	MM	locrisk468.2	1	TempEst	FastTree
IN	MM	locrisk468.3	1	TempEst	FastTree
IN	MM	locrisk527.1	1	TempEst	FastTree
IN	MM	locrisk527.3	1	TempEst	FastTree
IN	MM	locrisk574.2	1	TempEst	FastTree
IN	MM	locrisk574.3	1	TempEst	FastTree
IN	NP	locrisk260.1	1	TempEst	FastTree
IN	NP	locrisk260.2	1	TempEst	FastTree
IN	NP	locrisk260.3	1	TempEst	FastTree
IN	NP	locrisk378.1	1	TempEst	FastTree
IN	NP	locrisk378.2	1	TempEst	FastTree
IN	NP	locrisk378.3	1	TempEst	FastTree
IN	NP	locrisk468.1	1	TempEst	FastTree
IN	NP	locrisk468.2	1	TempEst	FastTree
IN	NP	locrisk468.3	1	TempEst	FastTree
IN	NP	locrisk527.1	1	TempEst	FastTree
IN	NP	locrisk527.2	1	TempEst	FastTree
IN	NP	locrisk527.3	1	TempEst	FastTree
IN	NP	locrisk574.1	1	TempEst	FastTree
IN	NP	locrisk574.2	1	TempEst	FastTree
IN	NP	locrisk574.3	1	TempEst	FastTree
IN	PK	locrisk260.2	1	TempEst	FastTree
IN	PK	locrisk260.3	1	TempEst	FastTree
IN	PK	locrisk378.1	1	TempEst	FastTree
IN	PK	locrisk378.2	1	TempEst	FastTree
IN	PK	locrisk378.3	1	TempEst	FastTree
IN	PK	locrisk468.1	1	TempEst	FastTree
IN	PK	locrisk468.2	1	TempEst	FastTree
IN	PK	locrisk468.3	1	TempEst	FastTree
IN	PK	locrisk527.1	1	TempEst	FastTree
IN	PK	locrisk527.2	1	TempEst	FastTree
IN	PK	locrisk527.3	1	TempEst	FastTree
IN	PK	locrisk574.1	1	TempEst	FastTree
IN	PK	locrisk574.2	1	TempEst	FastTree
IN	PK	locrisk574.3	1	TempEst	FastTree
IN	SE	locrisk260.3	1	TempEst	FastTree
IN	SE	locrisk378.1	2	TempEst	FastTree
IN	SE	locrisk378.2	2	TempEst	FastTree
IN	SE	locrisk378.3	1	TempEst	FastTree
IN	SE	locrisk468.1	2	TempEst	FastTree
IN	SE	locrisk468.2	2	TempEst	FastTree
IN	SE	locrisk468.3	2	TempEst	FastTree
IN	SE	locrisk527.1	1	TempEst	FastTree
IN	SE	locrisk527.2	1	TempEst	FastTree
IN	SE	locrisk527.3	2	TempEst	FastTree
IN	SE	locrisk574.1	1	TempEst	FastTree
IN	SE	locrisk574.2	2	TempEst	FastTree
IN	SE	locrisk574.3	2	TempEst	FastTree
KE	BR	locrisk260.1	1	TempEst	FastTree
KE	TZ	locrisk260.1	1	TempEst	FastTree
KE	TZ	locrisk260.2	1	TempEst	FastTree
KE	TZ	locrisk260.3	1	TempEst	FastTree
KE	TZ	locrisk378.1	1	TempEst	FastTree
KE	TZ	locrisk527.1	1	TempEst	FastTree
MW	BG	locrisk468.3	1	TempEst	FastTree
MW	BG	locrisk574.1	1	TempEst	FastTree
MW	BG	locrisk574.2	1	TempEst	FastTree
MW	BW	locrisk378.3	1	TempEst	FastTree
MW	BW	locrisk468.3	1	TempEst	FastTree
MW	BW	locrisk527.2	1	TempEst	FastTree
MW	BW	locrisk574.1	1	TempEst	FastTree
MW	BW	locrisk574.2	2	TempEst	FastTree
MW	ES	locrisk574.2	1	TempEst	FastTree
MW	SE	locrisk574.2	1	TempEst	FastTree
MW	SE	locrisk574.3	1	TempEst	FastTree
MW	SN	locrisk574.2	1	TempEst	FastTree
MW	SN	locrisk574.3	1	TempEst	FastTree
MW	TH	locrisk378.2	1	TempEst	FastTree
MW	TH	locrisk468.3	1	TempEst	FastTree
MW	TH	locrisk574.1	1	TempEst	FastTree
MW	TH	locrisk574.2	1	TempEst	FastTree
MW	TZ	locrisk378.2	1	TempEst	FastTree
MW	TZ	locrisk468.2	2	TempEst	FastTree
MW	TZ	locrisk527.2	1	TempEst	FastTree
MW	US	locrisk378.2	1	TempEst	FastTree
MW	US	locrisk468.2	1	TempEst	FastTree
MW	ZA	locrisk260.1	1	TempEst	FastTree
MW	ZA	locrisk260.2	1	TempEst	FastTree
MW	ZA	locrisk260.3	1	TempEst	FastTree
MW	ZA	locrisk378.1	1	TempEst	FastTree
MW	ZA	locrisk468.2	1	TempEst	FastTree
MW	ZA	locrisk468.3	1	TempEst	FastTree
MW	ZA	locrisk527.2	2	TempEst	FastTree
MW	ZA	locrisk574.1	4	TempEst	FastTree
MW	ZA	locrisk574.2	7	TempEst	FastTree
MW	ZA	locrisk574.3	1	TempEst	FastTree
MW	ZM	locrisk378.2	1	TempEst	FastTree
MW	ZM	locrisk468.2	2	TempEst	FastTree
MW	ZM	locrisk527.2	2	TempEst	FastTree
MW	ZM	locrisk574.2	4	TempEst	FastTree
MW	ZM	locrisk574.3	1	TempEst	FastTree
NP	IN	locrisk260.1	1	TempEst	FastTree
NP	IN	locrisk260.2	1	TempEst	FastTree
NP	IN	locrisk260.3	1	TempEst	FastTree
NP	IN	locrisk378.1	1	TempEst	FastTree
NP	IN	locrisk378.2	1	TempEst	FastTree
NP	IN	locrisk378.3	1	TempEst	FastTree
NP	IN	locrisk468.1	1	TempEst	FastTree
NP	IN	locrisk468.2	1	TempEst	FastTree
NP	IN	locrisk468.3	1	TempEst	FastTree
NP	IN	locrisk527.1	1	TempEst	FastTree
NP	IN	locrisk527.2	1	TempEst	FastTree
NP	IN	locrisk527.3	1	TempEst	FastTree
NP	IN	locrisk574.1	1	TempEst	FastTree
NP	IN	locrisk574.2	1	TempEst	FastTree
NP	IN	locrisk574.3	1	TempEst	FastTree
SE	BR	locrisk260.2	1	TempEst	FastTree
SE	BR	locrisk260.3	1	TempEst	FastTree
SE	BR	locrisk378.1	1	TempEst	FastTree
SE	BR	locrisk378.2	1	TempEst	FastTree
SE	BR	locrisk378.3	1	TempEst	FastTree
SE	BR	locrisk468.1	1	TempEst	FastTree
SE	BR	locrisk468.2	1	TempEst	FastTree
SE	BR	locrisk468.3	1	TempEst	FastTree
SE	BR	locrisk527.1	1	TempEst	FastTree
SE	BR	locrisk527.2	1	TempEst	FastTree
SE	BR	locrisk527.3	1	TempEst	FastTree
SE	BR	locrisk574.1	1	TempEst	FastTree
SE	BR	locrisk574.2	1	TempEst	FastTree
SE	BR	locrisk574.3	1	TempEst	FastTree
SE	BW	locrisk260.3	1	TempEst	FastTree
SE	BW	locrisk378.3	1	TempEst	FastTree
SE	BW	locrisk527.2	2	TempEst	FastTree
SE	ET	locrisk260.1	3	TempEst	FastTree
SE	ET	locrisk260.2	3	TempEst	FastTree
SE	ET	locrisk260.3	3	TempEst	FastTree
SE	ET	locrisk378.1	5	TempEst	FastTree
SE	ET	locrisk378.2	5	TempEst	FastTree
SE	ET	locrisk378.3	5	TempEst	FastTree
SE	ET	locrisk468.1	7	TempEst	FastTree
SE	ET	locrisk468.2	7	TempEst	FastTree
SE	ET	locrisk468.3	7	TempEst	FastTree
SE	ET	locrisk527.1	9	TempEst	FastTree
SE	ET	locrisk527.2	9	TempEst	FastTree
SE	ET	locrisk527.3	9	TempEst	FastTree
SE	ET	locrisk574.1	7	TempEst	FastTree
SE	ET	locrisk574.2	11	TempEst	FastTree
SE	ET	locrisk574.3	10	TempEst	FastTree
SE	IL	locrisk260.1	4	TempEst	FastTree
SE	IL	locrisk260.2	4	TempEst	FastTree
SE	IL	locrisk260.3	4	TempEst	FastTree
SE	IL	locrisk378.1	5	TempEst	FastTree
SE	IL	locrisk378.2	5	TempEst	FastTree
SE	IL	locrisk378.3	5	TempEst	FastTree
SE	IL	locrisk468.1	5	TempEst	FastTree
SE	IL	locrisk468.2	5	TempEst	FastTree
SE	IL	locrisk468.3	5	TempEst	FastTree
SE	IL	locrisk527.1	5	TempEst	FastTree
SE	IL	locrisk527.2	5	TempEst	FastTree
SE	IL	locrisk527.3	5	TempEst	FastTree
SE	IL	locrisk574.1	4	TempEst	FastTree
SE	IL	locrisk574.2	5	TempEst	FastTree
SE	IL	locrisk574.3	5	TempEst	FastTree
SE	KE	locrisk260.1	2	TempEst	FastTree
SE	KE	locrisk260.2	3	TempEst	FastTree
SE	KE	locrisk260.3	3	TempEst	FastTree
SE	KE	locrisk378.1	3	TempEst	FastTree
SE	KE	locrisk378.2	3	TempEst	FastTree
SE	KE	locrisk378.3	3	TempEst	FastTree
SE	KE	locrisk468.1	2	TempEst	FastTree
SE	KE	locrisk468.2	2	TempEst	FastTree
SE	KE	locrisk468.3	2	TempEst	FastTree
SE	KE	locrisk527.1	2	TempEst	FastTree
SE	KE	locrisk527.2	2	TempEst	FastTree
SE	KE	locrisk527.3	2	TempEst	FastTree
SE	KE	locrisk574.1	2	TempEst	FastTree
SE	KE	locrisk574.2	2	TempEst	FastTree
SE	KE	locrisk574.3	2	TempEst	FastTree
SE	TZ	locrisk378.2	1	TempEst	FastTree
SE	TZ	locrisk378.3	1	TempEst	FastTree
SE	TZ	locrisk468.1	1	TempEst	FastTree
SE	TZ	locrisk468.2	1	TempEst	FastTree
SE	TZ	locrisk468.3	1	TempEst	FastTree
SE	TZ	locrisk527.2	2	TempEst	FastTree
SE	TZ	locrisk527.3	1	TempEst	FastTree
SE	TZ	locrisk574.1	1	TempEst	FastTree
SE	TZ	locrisk574.2	1	TempEst	FastTree
SE	TZ	locrisk574.3	1	TempEst	FastTree
SE	YE	locrisk260.1	1	TempEst	FastTree
SE	YE	locrisk260.2	1	TempEst	FastTree
SE	YE	locrisk260.3	1	TempEst	FastTree
SE	YE	locrisk378.1	1	TempEst	FastTree
SE	YE	locrisk378.2	1	TempEst	FastTree
SE	YE	locrisk378.3	1	TempEst	FastTree
SE	YE	locrisk468.1	1	TempEst	FastTree
SE	YE	locrisk468.2	1	TempEst	FastTree
SE	YE	locrisk468.3	1	TempEst	FastTree
SE	YE	locrisk527.1	1	TempEst	FastTree
SE	YE	locrisk527.2	1	TempEst	FastTree
SE	YE	locrisk527.3	1	TempEst	FastTree
SE	YE	locrisk574.2	1	TempEst	FastTree
SE	YE	locrisk574.3	1	TempEst	FastTree
SE	ZA	locrisk260.2	1	TempEst	FastTree
SE	ZA	locrisk260.3	1	TempEst	FastTree
SE	ZA	locrisk378.2	1	TempEst	FastTree
SE	ZA	locrisk378.3	1	TempEst	FastTree
SE	ZA	locrisk468.1	1	TempEst	FastTree
SE	ZA	locrisk468.2	1	TempEst	FastTree
SE	ZA	locrisk468.3	1	TempEst	FastTree
SE	ZA	locrisk527.2	2	TempEst	FastTree
SE	ZA	locrisk527.3	1	TempEst	FastTree
SE	ZA	locrisk574.1	2	TempEst	FastTree
SE	ZA	locrisk574.2	2	TempEst	FastTree
SE	ZA	locrisk574.3	1	TempEst	FastTree
SE	ZM	locrisk260.1	1	TempEst	FastTree
SE	ZM	locrisk260.2	1	TempEst	FastTree
SE	ZM	locrisk260.3	1	TempEst	FastTree
SE	ZM	locrisk468.2	1	TempEst	FastTree
SE	ZM	locrisk468.3	1	TempEst	FastTree
SE	ZM	locrisk527.2	2	TempEst	FastTree
SE	ZM	locrisk527.3	1	TempEst	FastTree
SE	ZM	locrisk574.1	1	TempEst	FastTree
SE	ZM	locrisk574.2	1	TempEst	FastTree
SE	ZM	locrisk574.3	1	TempEst	FastTree
SN	BW	locrisk574.2	1	TempEst	FastTree
SN	KE	locrisk527.2	1	TempEst	FastTree
SN	KE	locrisk574.1	1	TempEst	FastTree
SN	KE	locrisk574.2	1	TempEst	FastTree
SN	KE	locrisk574.3	1	TempEst	FastTree
SN	TZ	locrisk527.2	1	TempEst	FastTree
SN	TZ	locrisk574.1	1	TempEst	FastTree
SN	TZ	locrisk574.2	1	TempEst	FastTree
SN	TZ	locrisk574.3	1	TempEst	FastTree
SN	ZM	locrisk527.2	1	TempEst	FastTree
SN	ZM	locrisk574.1	1	TempEst	FastTree
SN	ZM	locrisk574.2	1	TempEst	FastTree
SN	ZM	locrisk574.3	1	TempEst	FastTree
SO	SE	locrisk378.3	1	TempEst	FastTree
SO	SE	locrisk468.2	1	TempEst	FastTree
TZ	BW	locrisk260.3	1	TempEst	FastTree
TZ	BW	locrisk378.3	1	TempEst	FastTree
TZ	BW	locrisk468.1	4	TempEst	FastTree
TZ	BW	locrisk468.2	1	TempEst	FastTree
TZ	BW	locrisk468.3	2	TempEst	FastTree
TZ	BW	locrisk527.1	2	TempEst	FastTree
TZ	BW	locrisk527.2	3	TempEst	FastTree
TZ	BW	locrisk527.3	1	TempEst	FastTree
TZ	BW	locrisk574.2	5	TempEst	FastTree
TZ	CY	locrisk574.1	1	TempEst	FastTree
TZ	DK	locrisk260.1	1	TempEst	FastTree
TZ	DK	locrisk260.3	1	TempEst	FastTree
TZ	DK	locrisk468.1	1	TempEst	FastTree
TZ	DK	locrisk468.3	1	TempEst	FastTree
TZ	DK	locrisk527.2	1	TempEst	FastTree
TZ	ES	locrisk260.1	1	TempEst	FastTree
TZ	GE	locrisk574.2	1	TempEst	FastTree
TZ	KE	locrisk260.1	1	TempEst	FastTree
TZ	KE	locrisk468.1	1	TempEst	FastTree
TZ	KE	locrisk468.2	2	TempEst	FastTree
TZ	KE	locrisk468.3	1	TempEst	FastTree
TZ	KE	locrisk527.1	1	TempEst	FastTree
TZ	KE	locrisk527.2	1	TempEst	FastTree
TZ	KE	locrisk527.3	1	TempEst	FastTree
TZ	KE	locrisk574.1	1	TempEst	FastTree
TZ	KE	locrisk574.2	2	TempEst	FastTree
TZ	KE	locrisk574.3	1	TempEst	FastTree
TZ	MW	locrisk260.1	1	TempEst	FastTree
TZ	MW	locrisk260.2	1	TempEst	FastTree
TZ	MW	locrisk468.1	1	TempEst	FastTree
TZ	MW	locrisk527.1	2	TempEst	FastTree
TZ	MW	locrisk527.3	1	TempEst	FastTree
TZ	MW	locrisk574.2	2	TempEst	FastTree
TZ	SE	locrisk468.3	1	TempEst	FastTree
TZ	SE	locrisk527.1	2	TempEst	FastTree
TZ	SE	locrisk527.2	1	TempEst	FastTree
TZ	SE	locrisk527.3	2	TempEst	FastTree
TZ	SE	locrisk574.2	2	TempEst	FastTree
TZ	SO	locrisk260.1	1	TempEst	FastTree
TZ	SO	locrisk468.1	1	TempEst	FastTree
TZ	SO	locrisk468.2	1	TempEst	FastTree
TZ	SO	locrisk527.1	1	TempEst	FastTree
TZ	SO	locrisk527.2	1	TempEst	FastTree
TZ	SO	locrisk574.2	1	TempEst	FastTree
TZ	ZA	locrisk260.1	1	TempEst	FastTree
TZ	ZA	locrisk260.3	1	TempEst	FastTree
TZ	ZA	locrisk468.1	3	TempEst	FastTree
TZ	ZA	locrisk468.2	1	TempEst	FastTree
TZ	ZA	locrisk468.3	2	TempEst	FastTree
TZ	ZA	locrisk527.1	1	TempEst	FastTree
TZ	ZA	locrisk527.2	2	TempEst	FastTree
TZ	ZA	locrisk527.3	1	TempEst	FastTree
TZ	ZA	locrisk574.2	7	TempEst	FastTree
TZ	ZA	locrisk574.3	1	TempEst	FastTree
TZ	ZM	locrisk260.3	1	TempEst	FastTree
TZ	ZM	locrisk378.3	1	TempEst	FastTree
TZ	ZM	locrisk468.1	7	TempEst	FastTree
TZ	ZM	locrisk468.2	1	TempEst	FastTree
TZ	ZM	locrisk468.3	5	TempEst	FastTree
TZ	ZM	locrisk527.1	2	TempEst	FastTree
TZ	ZM	locrisk527.2	5	TempEst	FastTree
TZ	ZM	locrisk527.3	1	TempEst	FastTree
TZ	ZM	locrisk574.2	5	TempEst	FastTree
ZA	BE	locrisk260.1	1	TempEst	FastTree
ZA	BE	locrisk260.2	1	TempEst	FastTree
ZA	BE	locrisk260.3	1	TempEst	FastTree
ZA	BE	locrisk378.1	1	TempEst	FastTree
ZA	BE	locrisk378.2	1	TempEst	FastTree
ZA	BE	locrisk378.3	1	TempEst	FastTree
ZA	BE	locrisk468.1	1	TempEst	FastTree
ZA	BE	locrisk468.2	1	TempEst	FastTree
ZA	BE	locrisk468.3	1	TempEst	FastTree
ZA	BE	locrisk527.1	1	TempEst	FastTree
ZA	BE	locrisk527.2	1	TempEst	FastTree
ZA	BE	locrisk527.3	1	TempEst	FastTree
ZA	BE	locrisk574.1	1	TempEst	FastTree
ZA	BE	locrisk574.2	1	TempEst	FastTree
ZA	BE	locrisk574.3	1	TempEst	FastTree
ZA	BG	locrisk260.1	1	TempEst	FastTree
ZA	BG	locrisk260.2	1	TempEst	FastTree
ZA	BG	locrisk260.3	1	TempEst	FastTree
ZA	BG	locrisk378.1	1	TempEst	FastTree
ZA	BG	locrisk378.2	1	TempEst	FastTree
ZA	BG	locrisk378.3	1	TempEst	FastTree
ZA	BG	locrisk468.1	1	TempEst	FastTree
ZA	BG	locrisk468.2	1	TempEst	FastTree
ZA	BG	locrisk527.1	1	TempEst	FastTree
ZA	BG	locrisk527.2	1	TempEst	FastTree
ZA	BG	locrisk527.3	1	TempEst	FastTree
